Unnamed: 0,WTT,PTI,EQW,SBI,LQE,QWG,FDJ,PJF,HQE,NXJ
618,0.6187377151382515,1.1840099631601322,1.2340258487688356,0.6132623623583442,1.2049873993553062,1.2565762500121629,1.2561927810008435,0.8750378202627076,1.1627859769084177,1.6331228456585325
798,1.264443751801588,0.9013446822129356,0.4760933121273232,0.6368151738499105,1.2406115888789393,0.9273263885816,1.3245349090824077,0.4131360351342168,1.0240855901040835,1.021621013871422
620,0.5342122595345102,0.9697990436099516,1.2704261891323587,0.7188935541549732,0.9921229472610524,0.682691114426958,0.7981935855892979,1.3726722313272348,0.6125399646602809,1.446649581542699
33,1.0640134353736972,1.3654476012094343,1.0361138855991836,0.7271835604500125,1.094509476239847,1.0393668065124126,0.7337752069218941,1.1598912312287268,1.6371194002410767,1.5232337388291597
110,0.4118653603498535,1.0447585256835503,1.2077814974934236,0.5206320857709463,1.1797294055118526,1.232801442354104,1.3740958281214253,0.8751191030560036,1.2869702339375642,1.2339520445645582
751,1.0943940050658327,0.655802835996141,0.3832132844647659,0.490342732667543,0.6441576575320472,1.2672496547324246,1.0046954577587173,0.8608331113938126,0.8886253526856915,1.0510075344811494
981,1.1747949831059707,1.0183763884214518,0.6960833364980779,0.2691207980554168,1.1157220013576916,1.5261393229825444,1.0030335148879508,1.0055151201129005,1.0052634807636227,1.2286433560402137
903,1.169916831702943,1.1759175495441478,0.5217259454890698,0.6382904431997505,1.397773611598278,0.9140873640194896,1.0824911235935128,0.8837109770745513,1.444910820124688,1.4435346932018995
112,1.096538020700467,0.8349949446086271,0.7208124556957234,0.4624649602144435,0.9150052762069064,0.7936247011673349,0.4062580665691921,1.0346859680650136,1.43757838517532,1.0392661209476564
537,1.1034882483921726,1.171229861322622,0.9416895107562092,0.7190192631170873,0.7103887916016396,0.8232067518890853,0.752522545931664,0.9196986334474964,1.595588635487933,1.583155641581861
556,0.9506358902707184,0.9804167620577252,0.57024279509885,0.9652522160754654,0.621909108322497,1.057731594120044,0.9219733269014616,0.5268927743604468,1.420365637438126,1.508300581029712
687,0.6007137098626752,1.5616082326522724,0.902320622160397,0.7329430383748295,0.7430604944690924,1.4855635887869003,1.1026588893046143,1.1487538933012986,0.7495398720132121,1.217069614693472
766,0.8984840019042479,1.0192942915417804,1.1590645246719633,0.3760266341642777,0.9129647839879916,0.653809024132336,1.233806046023054,0.9199730061579686,1.198124248997537,1.5890091872147825
920,0.9789763826384767,0.4820504260164459,0.5134219540107006,0.4056045820272396,1.2242435324922918,0.7668575433833587,0.8849677030108087,0.9988069618426924,1.1420577044365463,1.0562790152296069
659,1.23541674739181,0.9968747507841283,0.7349895271032292,0.4009010733439673,0.8893712648358716,0.7244154707409795,0.594837982290638,0.6751894404482444,1.372774696031163,1.1364347067161296
964,1.03320190761884,1.0135764591519467,1.222756611959045,0.3512657706474004,0.8316739436710527,0.7376386372786745,1.243925153285461,0.9031678927706428,1.1456139908405234,1.583943650508863
159,0.658384171095486,0.9538936477753864,0.761228747638883,0.6701019199004516,1.1600769581764914,0.5416918477951052,0.5957717899963377,1.3173529516676612,0.8196122539054156,1.4277900185446453
514,0.2891091002276945,1.1121855952765878,1.1464781614675676,0.970006454070707,1.2377564253966726,1.3320978263215522,1.0333983372047002,1.3227942892887712,1.00894177978529,1.4329947050864649
932,1.236929852371969,0.8997587592012057,0.6283728630012699,0.7115449386888795,0.4897979908390053,0.7620631067216003,0.9406902463001564,1.216881958733539,1.4145811686343757,1.4161127920637266
66,1.721779168965468,1.1595823270978054,0.7127178899809794,0.5413692651487556,0.7159460249819936,1.179927196215996,1.0574226215763292,0.9878995265892944,0.7911648910537397,1.0240585145563228
828,1.0454992698796588,1.2617612321163996,1.0588541109986769,0.2435866909818299,1.178803219933948,0.9342457811678392,1.0735722776520222,1.3850880770756284,0.7089022264179359,1.281155017166578
77,1.146780922672859,1.2768955374056326,1.155070193492644,0.2551123684203741,1.0194066939568869,0.6307711336885449,0.7086727403523504,1.1727425211259606,1.2431572344745587,1.1110689269325278
750,0.8078373642532404,0.602839340313552,0.7965833011229291,0.6158804595524643,0.7126387136719247,1.1159975368233548,1.1627362422576193,1.3353543246606512,1.4245213198765692,1.4485697950296303
739,0.7970555898409909,1.3170670242887923,1.124705213308228,0.7679024333521106,1.178228590566642,1.1712783023696065,0.8016809553776217,0.7611528222928668,0.6414114955324016,1.709080797350238
59,0.6054300984696943,0.6152522629351653,0.8112484424726514,0.8797584935348545,0.8789183385324181,1.0053139909817892,0.9862262792508354,0.7841143262567882,1.5094020946914537,1.5702830529246548
539,0.9902880233220128,1.1215540408908358,0.7192709479656354,0.4257654044428116,0.8261738382431458,1.028170671456234,0.8665846676470997,0.8956269327821633,1.6288327531266478,1.348486700675544
429,1.1267840205605073,0.63401214827237,0.2892402774693383,0.6154979973971306,0.8041247412392629,1.0497094859716307,0.8835500043699838,0.956014866387204,1.298017431567023,1.2276174386370824
222,0.9340120992200186,0.996026520707904,0.6533973878229143,0.4727563871293204,0.9178501022769544,1.3292788951472712,1.162882790432767,1.2852957200570698,0.8909369254675312,1.602094849934979
718,1.1052990027561618,1.4508846188849784,0.3787935622449447,1.0717672162978065,1.0725022009896508,0.9670295752819026,0.9869935578252546,1.2477612466713437,1.4147545576898155,1.3932523932018093
25,0.5768393880646842,1.3190688081232933,1.1151116830678685,1.1319648250172127,1.5121613415827406,0.9546642272500372,1.101879740488028,1.0275915838423215,1.253366531926256,1.5905631456033518
581,0.4503311985215397,1.2274870089350198,1.209426179671054,0.6267624068200315,0.7491162228749191,1.324756761464123,0.7527266339198739,1.291098449384552,1.2635040148124084,1.2814637265838813
566,0.3783026284664299,0.9912740391181292,1.115114316035726,0.8990914697903203,1.2668963988007464,0.8413301710316644,0.5894408510726088,1.3057858522500665,1.168239039721147,1.450782008959167
474,0.969265474302189,1.3832078683195017,0.8409251622849603,0.2396857503142981,1.0688713995156185,1.2754459442406505,1.0953897677583475,1.1424526025155135,0.984631492842638,1.3722669414283422
273,1.0950053587868074,1.240924584840426,0.2668469710786539,0.7814608369422671,1.09498114708323,1.1587786443929555,1.1688589089509331,0.909398787220694,1.436137064803796,1.2940868412788606
716,0.7581476276033821,1.446883610498106,0.7881582847131927,0.4701951826530153,0.784899947324356,1.2507033803503815,1.4114218748555902,0.8648650509857179,0.7593812584855357,1.2483654603837195
5,0.8339278078689033,1.5233022929842908,1.1047426719384663,1.0211389584916786,1.1073771190865571,1.010929535311455,1.2795375385634955,1.2806765605028951,0.5103502606885828,1.5280436719933008
189,0.8224146530639989,1.120815067887747,1.366031369987888,0.7798025566553008,1.1236540932702386,1.3135127485593352,0.8086622057419928,1.5916687985255895,0.996340644299412,1.5206968390705435
934,0.9006796831972065,0.8188355269429932,0.5067084197653016,0.3878736807340359,0.8136208175440275,1.1409175552651791,0.9247977836082398,0.927741485385391,1.3710643716811088,1.3689434960168247
108,1.0298463794653911,0.7588867257906589,0.4925729902990158,0.5317829531358356,1.1964690239614693,0.9758673510894784,0.6719396118583978,0.746756476487517,1.380659687886622,1.3292780723251847
